City,Year,Domestic_Consumption,Industrial_Consumption,Commercial_Consumption,Total_Consumption
Ahmedabad,2017,2469,1112,1827,5408
Coimbatore,2018,2434,2231,1020,5685
Solapur,2019,2121,4210,744,7075
Lucknow,2017,555,2760,1823,5138
Rajkot,2019,2067,1327,890,4284
Chandigarh,2017,2589,1508,1822,5919
Vadodara,2019,2388,2062,1065,5515
Hyderabad,2019,2467,4943,404,7814
Mumbai,2018,2837,1538,823,5198
Kolkata,2019,711,4998,964,6673
Faridabad,2019,937,2201,1544,4682
Raipur,2017,2510,4713,1472,8695
Jabalpur,2018,1741,2977,1554,6272
Hyderabad,2017,2131,4457,1427,8015
Kolkata,2018,1099,4880,1879,7858
Hubli,2019,1826,2141,526,4493
Nagpur,2018,2783,2553,955,6291
Agra,2017,2318,2380,1721,6419
Ranchi,2017,866,1997,1435,4298
Pune,2019,2496,3954,358,6808
Nagpur,2019,991,1295,1692,3978
Madurai,2017,2519,3555,1831,7905
Howrah,2017,1478,4215,1999,7692
Madurai,2019,2552,2837,637,6026
Ghaziabad,2019,2293,3252,1423,6968
Patna,2018,716,2968,434,4118
Madurai,2019,1897,3932,542,6371
Kanpur,2017,2024,911,1406,4341
Rajkot,2018,548,3033,911,4492
Visakhapatnam,2017,1176,4111,1121,6408
Rajkot,2019,719,844,360,1923
Kanpur,2018,505,3699,1902,6106
Chennai,2017,968,4515,509,5992
Vadodara,2019,766,3030,1062,4858
Allahabad,2019,2941,2016,483,5440
Hyderabad,2017,1815,846,944,3605
Navi Mumbai,2017,2758,1391,1410,5559
Jabalpur,2019,2108,801,1303,4212
Delhi,2019,751,4967,832,6550
Amritsar,2017,1042,4521,553,6116
Aurangabad,2017,725,2754,910,4389
Visakhapatnam,2017,1196,3316,1593,6105
Aurangabad,2017,1640,2774,574,4988
Varanasi,2019,2193,3290,1987,7470
Madurai,2017,1739,3398,922,6059
Rajkot,2019,1868,3971,1461,7300
Allahabad,2019,934,4672,1942,7548
Ahmedabad,2018,859,4146,640,5645
Aurangabad,2019,1420,1465,661,3546
Bhopal,2019,509,4629,922,6060
Delhi,2018,1208,2863,1459,5530
Navi Mumbai,2019,2213,825,1302,4340
Amritsar,2017,1522,2398,763,4683
Coimbatore,2019,566,3710,655,4931
Madurai,2018,522,1508,972,3002
Howrah,2017,2105,4904,1770,8779
Kota,2019,2449,2613,408,5470
Howrah,2018,2777,2757,1568,7102
Gwalior,2019,2392,2337,1379,6108
Gwalior,2019,1357,4901,550,6808
Hyderabad,2018,1284,1953,681,3918
Visakhapatnam,2017,2692,1395,1881,5968
Jaipur,2018,2657,4822,357,7836
Nashik,2018,574,4269,1130,5973
Hubli,2019,2738,2350,1307,6395
Chennai,2017,2901,4542,1544,8987
Chennai,2018,2044,3634,577,6255
Meerut,2017,649,1140,1384,3173
Guwahati,2017,2697,2205,865,5767
Aurangabad,2019,2420,862,1074,4356
Ludhiana,2017,1210,3243,1264,5717
Kolkata,2019,1237,1773,988,3998
Lucknow,2018,1103,2321,1396,4820
Indore,2018,846,1670,992,3508
Allahabad,2019,1804,1597,771,4172
Kota,2018,910,2180,1450,4540
Kolkata,2019,2013,4767,1112,7892
Agra,2018,616,1980,522,3118
Nagpur,2018,1909,3319,1083,6311
Chandigarh,2018,1032,4022,1387,6441
Vasai,2017,1421,3480,649,5550
Madurai,2019,1216,2919,1542,5677
Ranchi,2019,951,1248,1390,3589
Howrah,2019,1090,2833,787,4710
Kolkata,2019,609,3477,1688,5774
Bhopal,2018,1006,3429,1353,5788
Allahabad,2018,2209,1256,1863,5328
Hubli,2017,1387,3072,1433,5892
Agra,2019,2124,1993,1175,5292
Patna,2018,682,2603,1471,4756
Allahabad,2018,2485,1795,543,4823
Indore,2019,1475,3195,1034,5704
Agra,2019,1081,1999,481,3561
Patna,2019,1861,4483,361,6705
Varanasi,2018,1842,3102,1638,6582
Lucknow,2019,2648,4690,1946,9284
Vadodara,2019,2741,3624,1696,8061
Kalyan,2019,1087,3319,1247,5653
Ludhiana,2018,2591,4559,1957,9107
Ranchi,2018,1264,4614,1519,7397
Delhi,2019,1836,853,1754,4443
Allahabad,2017,2775,3987,1446,8208
Bangalore,2018,1270,1307,901,3478
Madurai,2018,1422,2325,503,4250
Ahmedabad,2018,2571,2453,1433,6457
Nagpur,2019,1720,2069,308,4097
Kalyan,2019,1293,2841,1880,6014
Allahabad,2018,2422,4657,1738,8817
Raipur,2018,2016,3961,409,6386
Madurai,2017,902,3344,1286,5532
Rajkot,2019,962,2085,385,3432
Lucknow,2019,790,4976,1591,7357
Meerut,2017,2916,2220,1005,6141
Aurangabad,2017,1882,2820,675,5377
Meerut,2017,760,2193,1089,4042
Madurai,2018,696,4894,1358,6948
Kalyan,2019,2042,1299,388,3729
Lucknow,2017,1542,2912,1140,5594
Solapur,2019,1880,1398,1563,4841
Rajkot,2019,1895,4359,1590,7844
Ghaziabad,2018,1715,3587,944,6246
Vijayawada,2019,773,4639,998,6410
Allahabad,2019,1405,824,1174,3403
Chennai,2017,2420,4438,1210,8068
Srinagar,2017,1795,4641,1570,8006
Pune,2019,519,1191,776,2486
Gwalior,2019,2129,1434,1951,5514
Howrah,2019,2641,3780,302,6723
Visakhapatnam,2018,2804,2899,1213,6916
Ludhiana,2019,2811,2450,576,5837
Ranchi,2019,2556,1195,1470,5221
Nagpur,2018,2616,1773,379,4768
Kota,2018,2097,4007,418,6522
Nashik,2017,555,2551,958,4064
Hubli,2017,1117,3893,1519,6529
Srinagar,2018,667,1726,1978,4371
Visakhapatnam,2017,734,4941,1044,6719
Kolkata,2017,2917,3726,1851,8494
Indore,2017,1726,2120,1260,5106
Chennai,2017,1376,2993,1999,6368
Thane,2017,2028,2451,1407,5886
Ahmedabad,2019,1075,4361,786,6222
Mumbai,2018,756,1396,977,3129
Visakhapatnam,2017,1146,1800,1995,4941
Navi Mumbai,2017,2715,2010,1236,5961
Pune,2018,1830,2597,1688,6115
Agra,2017,1889,4193,1168,7250
Patna,2018,1001,3815,984,5800
Delhi,2017,2542,3179,1637,7358
Patna,2018,594,2534,974,4102
Aurangabad,2018,2464,4769,1487,8720
Bhopal,2019,2663,1689,466,4818
Gwalior,2017,798,2346,778,3922
Madurai,2017,2566,4654,998,8218
Thane,2017,1222,3014,446,4682
Ahmedabad,2018,1644,2418,1574,5636
Nashik,2019,1112,3027,1298,5437
Kanpur,2018,2772,1266,1570,5608
Navi Mumbai,2017,2694,4011,943,7648
Patna,2019,2941,4203,1483,8627
Nashik,2018,937,3885,680,5502
Bhopal,2017,1652,1686,1391,4729
Bangalore,2019,1547,3480,434,5461
Kalyan,2018,2031,3215,652,5898
Howrah,2017,1823,4360,1326,7509
Kolkata,2018,1051,4828,1629,7508
Ludhiana,2017,1236,855,445,2536
Varanasi,2017,1423,4943,1546,7912
Solapur,2019,2961,4951,1781,9693
Ranchi,2019,2188,1026,1937,5151
Raipur,2018,2487,4920,641,8048
Rajkot,2018,644,1761,477,2882
Solapur,2018,864,4042,657,5563
Aurangabad,2018,750,3360,1396,5506
Jabalpur,2017,1982,4697,1962,8641
Ghaziabad,2018,1517,858,679,3054
Bhopal,2019,1853,812,1960,4625
Howrah,2019,1067,3217,655,4939
Hyderabad,2019,2135,1528,1370,5033
Bangalore,2018,1679,1947,1647,5273
Kolkata,2019,613,1043,784,2440
Hubli,2017,862,1433,816,3111
Kanpur,2018,2418,2913,756,6087
Ahmedabad,2018,888,4266,1923,7077
Dhanbad,2018,1524,2012,1208,4744
Nashik,2017,2194,2391,1554,6139
Ranchi,2017,940,4921,572,6433
Dhanbad,2018,1087,2135,848,4070
Dhanbad,2018,1808,981,1068,3857
Hubli,2019,920,3710,1214,5844
Visakhapatnam,2018,2884,3302,705,6891
Aurangabad,2018,656,3480,1818,5954
Hyderabad,2018,2479,4041,1840,8360
Vijayawada,2018,2419,975,1244,4638
Visakhapatnam,2018,2189,2152,1365,5706
Delhi,2019,1817,1357,936,4110
Gwalior,2018,2575,2260,1909,6744
Srinagar,2017,2186,2007,389,4582
Solapur,2017,1997,2979,1042,6018
Ahmedabad,2018,2993,4122,1631,8746
Ghaziabad,2017,1567,1776,1626,4969
Dhanbad,2019,2281,3698,1566,7545
Agra,2019,1497,3655,1970,7122
Navi Mumbai,2017,1946,3289,983,6218
Meerut,2017,636,4526,887,6049
Aurangabad,2017,2328,4020,1879,8227
Ahmedabad,2019,824,1453,811,3088
Ahmedabad,2017,1622,4029,1143,6794
Kota,2017,1914,4499,1221,7634
Lucknow,2017,639,839,1763,3241
Lucknow,2018,2939,1247,1240,5426
Vadodara,2017,1343,4247,1230,6820
Kalyan,2019,805,3104,1466,5375
Kota,2017,609,2178,491,3278
Hyderabad,2019,2978,3004,901,6883
Aurangabad,2019,2301,2015,662,4978
Kolkata,2017,2734,1056,463,4253
Ghaziabad,2018,1421,3866,868,6155
Pune,2019,2504,2779,643,5926
Bhopal,2019,2728,3770,1001,7499
Chandigarh,2017,1626,4347,506,6479
Mumbai,2017,2787,4871,935,8593
Solapur,2019,904,3232,1884,6020
Mumbai,2019,1217,3708,1355,6280
Delhi,2017,1759,1013,684,3456
Srinagar,2017,2151,2240,943,5334
Kalyan,2019,1727,2602,1747,6076
Varanasi,2019,530,2917,1563,5010
Indore,2018,2007,4948,1087,8042
Ranchi,2017,930,4928,1489,7347
Indore,2018,2881,1286,1325,5492
Kolkata,2017,1688,1845,1752,5285
Jabalpur,2017,2439,3030,1812,7281
Chandigarh,2018,2821,831,1236,4888
Kolkata,2018,2419,3762,826,7007
Hyderabad,2019,1424,2135,446,4005
Indore,2019,2705,1050,1244,4999
Madurai,2018,2437,3911,1021,7369
Thane,2019,2673,3140,548,6361
Kalyan,2018,1453,1833,804,4090
Kanpur,2018,711,1832,1147,3690
Vasai,2017,2573,3770,1266,7609
Kota,2018,876,3059,1691,5626
Kanpur,2019,2259,2970,680,5909
Chandigarh,2017,1519,4560,772,6851
Jabalpur,2017,1429,2420,1291,5140
Agra,2017,1044,4809,577,6430
Kota,2017,1720,2044,409,4173
Ranchi,2018,507,844,491,1842
Hubli,2019,2484,2917,348,5749
Hyderabad,2019,2638,2047,452,5137
Nashik,2017,713,2254,584,3551
Bangalore,2017,583,1822,1138,3543
Kota,2018,2688,4544,653,7885
Faridabad,2018,645,2129,1188,3962
Vijayawada,2019,1340,3696,401,5437
Kolkata,2018,622,3236,512,4370
Vijayawada,2018,2810,1231,1879,5920
Howrah,2017,1388,2604,663,4655
Coimbatore,2019,2519,1125,1091,4735
Hyderabad,2017,1123,3391,1536,6050
Meerut,2017,2894,1548,1385,5827
Ahmedabad,2017,2074,1542,1975,5591
Faridabad,2017,1698,1719,1446,4863
Bhopal,2018,1738,4566,1952,8256
Raipur,2019,1879,948,1267,4094
Jodhpur,2019,2982,3182,1743,7907
Jabalpur,2018,1847,1210,693,3750
Kota,2018,1572,1319,958,3849
Vadodara,2018,888,2872,570,4330
Guwahati,2018,2818,4853,423,8094
Ghaziabad,2018,1396,1845,661,3902
Coimbatore,2018,2333,4184,353,6870
Vijayawada,2018,2068,4581,1440,8089
Ranchi,2018,2348,3820,1285,7453
Vadodara,2018,1589,4150,504,6243
Bangalore,2018,2854,3782,1247,7883
Kanpur,2019,1830,3320,1798,6948
Ranchi,2019,1810,2400,1893,6103
Agra,2017,611,1982,1032,3625
Visakhapatnam,2019,979,836,533,2348
Ranchi,2017,1701,1526,1453,4680
Navi Mumbai,2018,2559,1383,835,4777
Bangalore,2018,1533,1806,1109,4448
Ludhiana,2019,2260,1153,1052,4465
Varanasi,2018,665,3609,1035,5309
Vasai,2018,796,4829,443,6068
Meerut,2017,2559,4078,833,7470
Vasai,2017,1937,1472,988,4397
Jodhpur,2018,557,2734,669,3960
Bangalore,2019,2527,4138,867,7532
Jabalpur,2019,2020,2418,1952,6390
Jodhpur,2018,2544,1165,905,4614
Ranchi,2017,2923,3943,454,7320
Lucknow,2019,2980,2396,434,5810
Guwahati,2017,2125,1511,1923,5559
Patna,2019,2870,2041,1398,6309
Pune,2019,2184,4192,1697,8073
Mumbai,2017,1821,1251,469,3541
Hubli,2019,2008,3329,941,6278
Kolkata,2019,2081,3891,977,6949
Vijayawada,2017,2594,4252,1218,8064
Ahmedabad,2017,1497,3430,809,5736
Allahabad,2018,1662,2756,479,4897
Lucknow,2018,1736,3990,870,6596
Rajkot,2017,2837,4283,1140,8260
Kota,2019,593,2616,1591,4800
Chandigarh,2017,1278,4068,1032,6378
Kota,2018,1382,1590,1521,4493
Srinagar,2019,891,1530,1041,3462
Lucknow,2018,2158,4187,587,6932
Dhanbad,2017,1394,1311,566,3271
Aurangabad,2019,1614,4976,1502,8092
Guwahati,2017,2254,3328,1084,6666
Bhopal,2019,1646,2882,1886,6414
Navi Mumbai,2018,687,2209,375,3271
Meerut,2018,2240,4816,1893,8949
Pune,2017,1149,2738,458,4345
Bangalore,2017,933,4959,308,6200
Kota,2018,2404,2298,1495,6197
Mumbai,2019,982,3862,681,5525
Nashik,2019,883,2661,760,4304
Thane,2018,1677,4108,1588,7373
Ahmedabad,2018,1025,1999,1724,4748
Amritsar,2018,2916,1700,1388,6004
Lucknow,2019,1811,2309,448,4568
Kanpur,2018,611,4874,1197,6682
Bhopal,2019,1082,2092,711,3885
Kalyan,2018,639,3924,1461,6024
Guwahati,2017,724,2028,1865,4617
Hubli,2017,1659,2693,565,4917
Raipur,2018,2233,1645,366,4244
Ghaziabad,2017,2020,4868,489,7377
Bhopal,2017,2967,1749,426,5142
Mumbai,2019,2736,4811,691,8238
Bangalore,2017,713,3806,386,4905
Agra,2017,2006,3632,646,6284
Jaipur,2018,924,3094,1616,5634
Rajkot,2019,1943,3160,1475,6578
Dhanbad,2018,2980,2681,345,6006
Indore,2018,598,3905,1117,5620
Chandigarh,2018,1058,2025,598,3681
Nashik,2017,1910,3736,1383,7029
Faridabad,2018,1135,2744,907,4786
Solapur,2017,2670,1056,1784,5510
Bhopal,2017,1279,1618,1607,4504
Thane,2019,858,1886,908,3652
Nagpur,2019,2515,4946,893,8354
Gwalior,2017,2262,1337,584,4183
Raipur,2018,1638,1304,595,3537
Visakhapatnam,2019,2155,4433,909,7497
Madurai,2017,2444,3984,920,7348
Delhi,2017,2170,2013,852,5035
Guwahati,2017,1391,4972,1566,7929
Amritsar,2018,1069,1322,1251,3642
Dhanbad,2018,2652,850,1861,5363
Ghaziabad,2019,968,1151,1047,3166
Bangalore,2017,2822,4542,1127,8491
Lucknow,2019,2185,2504,628,5317
Dhanbad,2018,927,4119,676,5722
Raipur,2017,724,3879,1926,6529
Vijayawada,2017,2176,4888,1531,8595
Agra,2019,702,2849,925,4476
Jodhpur,2018,542,3340,671,4553
Vasai,2017,1246,2631,1120,4997
Navi Mumbai,2018,635,881,393,1909
Kota,2017,1382,4978,1616,7976
Ranchi,2019,2980,2884,1707,7571
Bangalore,2019,516,3184,1399,5099
Madurai,2017,2942,1654,1042,5638
Patna,2018,1504,2450,849,4803
Bhopal,2017,2148,3723,463,6334
Pune,2019,962,4581,861,6404
Coimbatore,2019,1758,1949,1993,5700
Ghaziabad,2017,1885,1195,927,4007
Ludhiana,2019,930,4044,1468,6442
Chennai,2018,880,3860,675,5415
Thane,2019,1564,3406,1929,6899
Hubli,2018,2333,820,1222,4375
Gwalior,2019,577,2370,585,3532
Thane,2018,2405,1236,1966,5607
Nagpur,2017,2669,1057,933,4659
Amritsar,2017,2842,4106,1496,8444
Ranchi,2018,987,1196,1299,3482
Vasai,2019,1170,1410,1981,4561
Ahmedabad,2017,1608,1816,1197,4621
Nashik,2019,1029,2579,622,4230
Madurai,2018,2738,1205,1499,5442
Ranchi,2018,2901,1543,1285,5729
Vadodara,2019,1465,4445,1305,7215
Jodhpur,2018,1569,3311,1728,6608
Kanpur,2019,575,2450,1640,4665
Thane,2019,1881,850,1101,3832
Visakhapatnam,2018,1581,4718,1840,8139
Ranchi,2019,2766,2566,1008,6340
Delhi,2017,1531,2393,1686,5610
Ghaziabad,2017,2286,4742,1806,8834
Jodhpur,2017,2084,4835,1576,8495
Coimbatore,2017,643,2660,1977,5280
Nagpur,2018,2980,4816,695,8491
Howrah,2017,1076,3370,1034,5480
Jabalpur,2017,558,3595,1982,6135
Meerut,2019,1689,3111,1522,6322
Vijayawada,2017,1553,4915,1690,8158
Vadodara,2019,2954,3463,374,6791
Raipur,2017,1566,1747,464,3777
Bangalore,2018,2775,1479,597,4851
Jaipur,2019,2824,913,1198,4935
Amritsar,2018,1395,4221,916,6532
Indore,2019,1139,1170,637,2946
Madurai,2017,2061,4919,1774,8754
Vadodara,2019,1023,2250,1647,4920
Meerut,2017,1334,4180,534,6048
Varanasi,2017,1551,1104,1272,3927
Faridabad,2018,2499,3319,1334,7152
Nagpur,2018,2991,4371,1904,9266
Guwahati,2017,2536,2310,1217,6063
Amritsar,2019,1810,3615,1181,6606
Ahmedabad,2017,1657,3290,636,5583
Jabalpur,2018,971,2572,1890,5433
Agra,2017,2038,1282,1612,4932
Nashik,2017,2552,3603,1486,7641
Madurai,2018,2515,3939,1676,8130
Varanasi,2018,2158,4568,1160,7886
Jodhpur,2018,1362,1813,1700,4875
Gwalior,2019,997,4568,1550,7115
Gwalior,2019,945,4110,866,5921
Ahmedabad,2019,2581,2022,1724,6327
Srinagar,2019,2109,3912,1783,7804
Vasai,2019,2231,3749,1046,7026
Howrah,2017,2743,1399,605,4747
Aurangabad,2019,2368,1544,1209,5121
Chandigarh,2019,1216,2417,1760,5393
Lucknow,2019,2475,2591,1742,6808
Vijayawada,2017,2498,2564,1023,6085
Indore,2017,2513,4338,1178,8029
Visakhapatnam,2019,2942,2206,750,5898
Vasai,2019,1004,2545,1700,5249
Raipur,2017,2189,4232,1812,8233
Patna,2019,1333,2988,1163,5484
Mumbai,2017,1357,1095,1770,4222
Srinagar,2018,589,2506,500,3595
Delhi,2018,547,1725,1929,4201
Jabalpur,2019,1066,3325,613,5004
Ahmedabad,2019,2464,3754,1986,8204
Amritsar,2017,1230,2241,887,4358
Nagpur,2017,919,3588,977,5484
Srinagar,2019,1872,2002,1594,5468
Vasai,2018,653,1173,918,2744
Solapur,2019,1572,1356,718,3646
Solapur,2019,1182,1907,1499,4588
Hubli,2019,953,4122,1593,6668
Allahabad,2018,1371,4119,674,6164
Jabalpur,2017,1652,815,849,3316
Bhopal,2018,925,2779,1904,5608
Rajkot,2017,641,2443,438,3522
Faridabad,2017,1390,4386,626,6402
Agra,2019,1462,2936,1745,6143
Chennai,2017,821,3669,987,5477
Chennai,2019,1358,1739,835,3932
Ahmedabad,2019,2103,941,843,3887
Jaipur,2017,1157,4721,935,6813
Delhi,2017,2779,2936,1112,6827
Rajkot,2019,2409,945,1769,5123
Vijayawada,2019,1097,1363,1671,4131
Thane,2018,505,3104,1537,5146
Kota,2018,820,3316,1867,6003
Pune,2018,530,1371,1387,3288
Ranchi,2018,2361,4988,359,7708
Varanasi,2019,2822,1815,1366,6003
Meerut,2017,1133,2766,587,4486
Mumbai,2018,1017,3706,1692,6415
Gwalior,2019,2084,2410,1373,5867
Gwalior,2018,2969,2446,347,5762
Solapur,2019,1084,3092,752,4928
Madurai,2019,2382,3064,1085,6531
Varanasi,2018,2411,1569,673,4653
Rajkot,2017,750,4765,1908,7423
Kalyan,2017,1349,1414,1676,4439
Vijayawada,2019,2078,1780,643,4501
Lucknow,2018,2253,1734,553,4540
Chennai,2018,1464,1041,963,3468
Thane,2017,2702,4521,1410,8633
Delhi,2019,1221,1529,1364,4114
Solapur,2017,761,4025,1260,6046
Delhi,2019,769,4420,1953,7142
Ahmedabad,2018,1514,822,1055,3391
Ghaziabad,2019,1605,2754,1715,6074
Indore,2018,1462,1634,987,4083
Visakhapatnam,2018,678,4549,1383,6610
Thane,2017,867,910,690,2467
Guwahati,2019,1437,3739,1880,7056
Kota,2017,2557,1459,1145,5161
Mumbai,2019,1565,2269,467,4301
Ludhiana,2019,2434,3703,1153,7290
Guwahati,2017,2559,2534,1901,6994
Faridabad,2017,2344,1775,532,4651
Faridabad,2019,2045,2264,858,5167
Hubli,2019,2724,2476,960,6160
Ghaziabad,2018,1568,2390,1351,5309
Allahabad,2017,1646,3111,697,5454
Srinagar,2018,901,2550,1854,5305
Meerut,2017,1679,1089,410,3178
Vadodara,2018,2630,2258,1500,6388
Pune,2019,2212,1382,1491,5085
Raipur,2018,1059,3800,1601,6460
Jaipur,2019,2632,2252,1902,6786
Howrah,2018,2191,3344,369,5904
Guwahati,2019,715,3795,619,5129
Chandigarh,2019,2873,3791,1322,7986
Pune,2018,2918,3673,674,7265
Ranchi,2019,614,3668,575,4857
Delhi,2018,1846,1242,1401,4489
Jaipur,2019,922,1598,974,3494
Raipur,2019,993,1091,891,2975
Madurai,2019,1777,821,726,3324
Nashik,2018,2994,1647,395,5036
Thane,2019,1075,1230,1249,3554
Pune,2018,1999,4837,1556,8392
Bangalore,2018,1634,870,1219,3723
Vasai,2018,890,1529,723,3142
Mumbai,2018,1210,1241,756,3207
Pune,2017,1789,4067,861,6717
Gwalior,2018,882,3131,1993,6006
Faridabad,2017,826,4357,1178,6361
Kalyan,2017,2425,3088,885,6398
Raipur,2018,2943,4561,428,7932
Allahabad,2019,827,1087,526,2440
Kalyan,2019,1993,2699,1496,6188
Allahabad,2018,2436,3258,772,6466
Amritsar,2017,1601,3895,1722,7218
Coimbatore,2018,674,1237,1443,3354
Amritsar,2019,811,3032,442,4285
Visakhapatnam,2018,677,2010,863,3550
Bangalore,2017,1232,4777,914,6923
Hyderabad,2019,2955,2408,1132,6495
Aurangabad,2017,2801,2204,415,5420
Kolkata,2017,2983,2227,1098,6308
Navi Mumbai,2018,1304,1051,600,2955
Howrah,2019,1524,3376,1995,6895
Aurangabad,2018,712,1582,1685,3979
Indore,2018,2239,1377,1586,5202
Pune,2017,1275,4032,1774,7081
Raipur,2019,1677,3876,1663,7216
Chennai,2019,839,1019,984,2842
Vadodara,2018,2029,4875,938,7842
Meerut,2019,2181,1159,1809,5149
Pune,2018,656,3667,1810,6133
Dhanbad,2018,1392,1830,441,3663
Amritsar,2017,1840,1401,1969,5210
Jaipur,2017,1250,2688,1750,5688
Aurangabad,2018,1416,2703,1758,5877
Faridabad,2018,2277,4494,1726,8497
Indore,2019,744,2906,1218,4868
Ranchi,2017,2581,1983,1497,6061
Meerut,2017,2542,2704,854,6100
Coimbatore,2019,2495,916,958,4369
Kota,2019,787,4582,1978,7347
Chandigarh,2019,782,3032,1216,5030
Kalyan,2017,1244,2808,1357,5409
Dhanbad,2018,1740,2264,448,4452
Kanpur,2018,861,4850,500,6211
Kalyan,2017,2422,1502,1759,5683
Chennai,2017,1069,4764,443,6276
Jabalpur,2018,1733,3408,1253,6394
Ranchi,2018,1303,2841,1021,5165
Hubli,2019,2881,3489,991,7361
Coimbatore,2019,2574,4174,1972,8720
Chandigarh,2017,2997,4195,1354,8546
Bangalore,2018,1379,834,1742,3955
Navi Mumbai,2018,2080,2779,1912,6771
Vijayawada,2019,2189,2368,1404,5961
Kanpur,2018,1669,2967,1685,6321
Ranchi,2018,1929,4857,718,7504
Hubli,2018,1778,1052,1355,4185
Agra,2019,2044,4045,1835,7924
Pune,2019,798,3781,1283,5862
Lucknow,2017,676,4818,613,6107
Raipur,2019,1895,4473,805,7173
Visakhapatnam,2018,506,4060,903,5469
Chandigarh,2017,1932,1021,439,3392
Bangalore,2017,2493,4072,483,7048
Jabalpur,2017,2455,3179,1771,7405
Meerut,2018,1395,1675,1760,4830
Gwalior,2019,774,2706,547,4027
Agra,2018,564,3996,1273,5833
Jodhpur,2018,2692,2511,1099,6302
Indore,2017,2464,1938,1289,5691
Kolkata,2017,2944,4409,926,8279
Jaipur,2019,1737,1611,1940,5288
Hyderabad,2017,2233,3938,1007,7178
Jabalpur,2019,584,4353,854,5791
Allahabad,2018,1432,2743,1541,5716
Madurai,2017,903,1512,669,3084
Jabalpur,2018,2583,2516,936,6035
Navi Mumbai,2019,2787,2841,1612,7240
Vadodara,2018,708,2899,414,4021
Howrah,2018,1595,3797,1008,6400
Coimbatore,2017,2825,3947,703,7475
Visakhapatnam,2019,563,4421,1329,6313
Varanasi,2019,1497,2895,1080,5472
Vasai,2017,593,4507,967,6067
Kanpur,2017,2012,1618,1157,4787
Faridabad,2017,1423,1564,561,3548
Guwahati,2018,588,4756,407,5751
Faridabad,2019,1315,4521,914,6750
Kolkata,2018,859,3164,1207,5230
Chandigarh,2017,2151,4650,377,7178
Amritsar,2018,600,1975,1535,4110
Dhanbad,2019,2146,3524,1750,7420
Madurai,2018,1477,1826,1141,4444
Visakhapatnam,2018,1941,3790,573,6304
Delhi,2017,2967,935,368,4270
Kanpur,2017,526,4804,614,5944
Ludhiana,2017,698,1884,1856,4438
Nagpur,2018,1910,4444,1043,7397
Srinagar,2019,2975,2618,1026,6619
Howrah,2018,2357,1297,657,4311
Madurai,2018,2625,1827,1262,5714
Ghaziabad,2017,2483,3616,1198,7297
Nagpur,2017,1520,3130,1581,6231
Bhopal,2017,2996,1789,894,5679
Vijayawada,2017,1586,4397,534,6517
Guwahati,2017,1202,2055,1727,4984
Vasai,2017,1605,825,355,2785
Solapur,2018,2789,1532,356,4677
Solapur,2018,1468,2258,1238,4964
Agra,2018,1251,2428,430,4109
Pune,2017,1905,1605,970,4480
Patna,2019,2723,1223,1788,5734
Coimbatore,2018,1729,1292,1918,4939
Amritsar,2017,1589,1568,1277,4434
Ahmedabad,2017,562,1092,1118,2772
Vijayawada,2019,2584,1594,1890,6068
Navi Mumbai,2019,1594,1031,590,3215
Nashik,2019,1641,2951,1998,6590
Nagpur,2018,950,1002,1178,3130
Ghaziabad,2017,963,2252,1801,5016
Vasai,2019,2339,4180,1813,8332
Visakhapatnam,2018,779,4494,522,5795
Madurai,2018,1667,1013,1573,4253
Bangalore,2017,2613,3909,754,7276
Howrah,2017,2108,1488,370,3966
Chennai,2017,2649,4010,1445,8104
Patna,2017,767,2995,501,4263
Guwahati,2018,1491,1223,1244,3958
Ghaziabad,2017,814,4139,537,5490
Rajkot,2017,1261,2221,401,3883
Ludhiana,2017,2169,2855,1927,6951
Chennai,2017,2399,2911,762,6072
Ranchi,2019,1121,3969,1312,6402
Vasai,2018,2961,800,750,4511
Raipur,2017,2363,4179,499,7041
Kolkata,2017,2324,965,409,3698
Coimbatore,2019,1535,1109,446,3090
Kota,2018,1252,3081,941,5274
Dhanbad,2017,2829,2831,1596,7256
Kota,2018,1872,3686,1616,7174
Madurai,2018,1785,1405,690,3880
Rajkot,2017,1822,4185,963,6970
Jodhpur,2018,1506,3379,1041,5926
Indore,2019,981,3180,832,4993
Ghaziabad,2019,965,1486,1421,3872
Varanasi,2017,1097,1637,1206,3940
Visakhapatnam,2018,540,2290,711,3541
Howrah,2019,2592,1511,541,4644
Bhopal,2019,926,3435,798,5159
Rajkot,2019,2873,3378,1838,8089
Mumbai,2017,1424,4775,1412,7611
Madurai,2019,2595,3986,1524,8105
Agra,2017,1204,1523,681,3408
Hyderabad,2019,2721,2071,1381,6173
Indore,2017,2754,4837,1791,9382
Bhopal,2018,2934,3069,1707,7710
Patna,2018,2345,2363,992,5700
Nagpur,2019,796,4433,828,6057
Ghaziabad,2017,1606,964,810,3380
Hubli,2017,835,4033,1235,6103
Bangalore,2017,1463,3184,910,5557
Vijayawada,2018,2975,1830,1267,6072
Bangalore,2018,2238,2260,1889,6387
Guwahati,2019,1407,3341,958,5706
Solapur,2018,1856,3617,1079,6552
Chennai,2019,1402,2479,829,4710
Madurai,2019,2669,2101,1499,6269
Madurai,2018,1608,4927,586,7121
Vasai,2018,1400,933,767,3100
Hubli,2017,811,1112,673,2596
Madurai,2017,1981,1678,1197,4856
Thane,2018,2233,4224,745,7202
Srinagar,2018,504,3096,686,4286
